year	week	away_team	home_team	away_score	home_score
1	2	241	231	-1	-1
1	2	222	238	-1	-1
1	2	196	239	-1	-1
1	2	228	244	-1	-1
1	2	230	246	-1	-1
1	2	242	250	-1	-1
1	2	281	255	-1	-1
1	2	264	257	-1	-1
1	2	256	260	-1	-1
1	2	167	262	-1	-1
1	2	221	267	-1	-1
1	2	273	275	-1	-1
1	2	277	278	-1	-1
1	2	289	280	-1	-1
1	2	285	283	-1	-1
1	2	268	286	-1	-1
1	2	253	288	-1	-1
1	2	279	290	-1	-1
1	3	260	33	-1	-1
1	3	144	35	-1	-1
1	3	263	36	-1	-1
1	3	90	38	-1	-1
1	3	183	39	-1	-1
1	3	149	41	-1	-1
1	3	32	44	-1	-1
1	3	167	46	-1	-1
1	3	88	47	-1	-1
1	3	49	50	-1	-1
1	3	268	51	-1	-1
1	3	208	52	-1	-1
1	3	244	53	-1	-1
1	3	280	54	-1	-1
1	3	110	55	-1	-1
1	3	37	56	-1	-1
1	3	146	60	-1	-1
1	3	108	61	-1	-1
1	3	127	62	-1	-1
1	3	290	63	-1	-1
1	3	138	64	-1	-1
1	3	48	65	-1	-1
1	3	59	66	-1	-1
1	3	43	67	-1	-1
1	3	171	68	-1	-1
1	3	58	69	-1	-1
1	3	118	71	-1	-1
1	3	102	72	-1	-1
1	3	222	73	-1	-1
1	3	155	74	-1	-1
1	3	34	75	-1	-1
1	3	153	76	-1	-1
1	3	111	77	-1	-1
1	3	214	78	-1	-1
1	3	231	79	-1	-1
1	3	137	80	-1	-1
1	3	70	81	-1	-1
1	3	272	83	-1	-1
1	3	289	84	-1	-1
1	3	285	87	-1	-1
1	3	269	89	-1	-1
1	3	98	92	-1	-1
1	3	91	95	-1	-1
1	3	93	96	-1	-1
1	3	57	97	-1	-1
1	3	85	99	-1	-1
1	3	42	100	-1	-1
1	3	113	103	-1	-1
1	3	165	104	-1	-1
1	3	243	105	-1	-1
1	3	159	106	-1	-1
1	3	186	109	-1	-1
1	3	101	112	-1	-1
1	3	129	114	-1	-1
1	3	86	116	-1	-1
1	3	131	117	-1	-1
1	3	267	119	-1	-1
1	3	115	120	-1	-1
1	3	172	121	-1	-1
1	3	180	124	-1	-1
1	3	176	125	-1	-1
1	3	145	126	-1	-1
1	3	123	128	-1	-1
1	3	170	130	-1	-1
1	3	134	132	-1	-1
1	3	275	133	-1	-1
1	3	288	135	-1	-1
1	3	177	136	-1	-1
1	3	148	139	-1	-1
1	3	122	140	-1	-1
1	3	143	141	-1	-1
1	3	262	142	-1	-1
1	3	164	147	-1	-1
1	3	152	150	-1	-1
1	3	45	151	-1	-1
1	3	184	154	-1	-1
1	3	40	156	-1	-1
1	3	107	157	-1	-1
1	3	270	158	-1	-1
1	3	82	160	-1	-1
1	3	274	161	-1	-1
1	3	210	162	-1	-1
1	3	279	163	-1	-1
1	3	190	168	-1	-1
1	3	254	169	-1	-1
1	3	219	173	-1	-1
1	3	251	174	-1	-1
1	3	193	181	-1	-1
1	3	192	187	-1	-1
1	3	207	188	-1	-1
1	3	240	191	-1	-1
1	3	229	194	-1	-1
1	3	209	196	-1	-1
1	3	182	198	-1	-1
1	3	252	211	-1	-1
1	3	256	213	-1	-1
1	3	238	215	-1	-1
1	3	218	216	-1	-1
1	3	185	217	-1	-1
1	3	179	220	-1	-1
1	3	235	221	-1	-1
1	3	248	223	-1	-1
1	3	228	224	-1	-1
1	3	197	226	-1	-1
1	3	257	232	-1	-1
1	3	166	234	-1	-1
1	3	278	236	-1	-1
1	3	273	237	-1	-1
1	3	245	242	-1	-1
1	3	227	246	-1	-1
1	3	277	247	-1	-1
1	3	225	249	-1	-1
1	3	259	258	-1	-1
1	3	189	264	-1	-1
1	3	239	265	-1	-1
1	3	233	266	-1	-1
1	3	282	271	-1	-1
1	3	212	276	-1	-1
1	3	255	281	-1	-1
1	3	283	286	-1	-1
1	3	175	287	-1	-1
1	3	253	291	-1	-1
1	3	241	292	-1	-1
1	4	191	32	-1	-1
1	4	84	33	-1	-1
1	4	185	34	-1	-1
1	4	147	36	-1	-1
1	4	35	37	-1	-1
1	4	65	39	-1	-1
1	4	78	42	-1	-1
1	4	88	43	-1	-1
1	4	264	44	-1	-1
1	4	95	45	-1	-1
1	4	182	47	-1	-1
1	4	59	48	-1	-1
1	4	153	49	-1	-1
1	4	79	53	-1	-1
1	4	166	55	-1	-1
1	4	160	57	-1	-1
1	4	111	58	-1	-1
1	4	54	60	-1	-1
1	4	281	62	-1	-1
1	4	93	64	-1	-1
1	4	196	66	-1	-1
1	4	94	68	-1	-1
1	4	119	69	-1	-1
1	4	51	70	-1	-1
1	4	100	71	-1	-1
1	4	129	73	-1	-1
1	4	61	74	-1	-1
1	4	221	75	-1	-1
1	4	112	76	-1	-1
1	4	98	80	-1	-1
1	4	56	83	-1	-1
1	4	236	86	-1	-1
1	4	157	89	-1	-1
1	4	271	90	-1	-1
1	4	155	91	-1	-1
1	4	197	96	-1	-1
1	4	128	99	-1	-1
1	4	195	101	-1	-1
1	4	234	103	-1	-1
1	4	85	104	-1	-1
1	4	239	106	-1	-1
1	4	226	108	-1	-1
1	4	46	109	-1	-1
1	4	151	110	-1	-1
1	4	41	113	-1	-1
1	4	238	115	-1	-1
1	4	225	118	-1	-1
1	4	92	120	-1	-1
1	4	87	123	-1	-1
1	4	114	125	-1	-1
1	4	217	126	-1	-1
1	4	107	127	-1	-1
1	4	97	130	-1	-1
1	4	174	131	-1	-1
1	4	159	133	-1	-1
1	4	117	134	-1	-1
1	4	121	135	-1	-1
1	4	72	136	-1	-1
1	4	116	137	-1	-1
1	4	158	138	-1	-1
1	4	215	139	-1	-1
1	4	77	140	-1	-1
1	4	52	141	-1	-1
1	4	223	143	-1	-1
1	4	145	144	-1	-1
1	4	286	146	-1	-1
1	4	142	148	-1	-1
1	4	102	149	-1	-1
1	4	38	150	-1	-1
1	4	161	152	-1	-1
1	4	105	154	-1	-1
1	4	81	156	-1	-1
1	4	183	165	-1	-1
1	4	249	171	-1	-1
1	4	164	172	-1	-1
1	4	216	175	-1	-1
1	4	254	179	-1	-1
1	4	291	180	-1	-1
1	4	184	189	-1	-1
1	4	211	192	-1	-1
1	4	188	193	-1	-1
1	4	181	199	-1	-1
1	4	256	202	-1	-1
1	4	227	203	-1	-1
1	4	240	204	-1	-1
1	4	228	209	-1	-1
1	4	190	210	-1	-1
1	4	232	213	-1	-1
1	4	173	214	-1	-1
1	4	178	218	-1	-1
1	4	169	219	-1	-1
1	4	246	220	-1	-1
1	4	288	222	-1	-1
1	4	229	231	-1	-1
1	4	247	233	-1	-1
1	4	270	235	-1	-1
1	4	262	237	-1	-1
1	4	187	241	-1	-1
1	4	206	243	-1	-1
1	4	198	244	-1	-1
1	4	194	245	-1	-1
1	4	207	248	-1	-1
1	4	200	250	-1	-1
1	4	208	251	-1	-1
1	4	205	255	-1	-1
1	4	168	257	-1	-1
1	4	260	259	-1	-1
1	4	258	261	-1	-1
1	4	252	263	-1	-1
1	4	201	265	-1	-1
1	4	176	268	-1	-1
1	4	280	269	-1	-1
1	4	224	272	-1	-1
1	4	163	274	-1	-1
1	4	282	278	-1	-1
1	4	290	279	-1	-1
1	4	267	283	-1	-1
1	4	285	284	-1	-1
1	4	273	287	-1	-1
1	4	242	292	-1	-1
1	5	32	35	-1	-1
1	5	52	37	-1	-1
1	5	86	38	-1	-1
1	5	100	39	-1	-1
1	5	99	40	-1	-1
1	5	193	41	-1	-1
1	5	43	42	-1	-1
1	5	66	44	-1	-1
1	5	33	45	-1	-1
1	5	68	46	-1	-1
1	5	50	47	-1	-1
1	5	89	48	-1	-1
1	5	87	49	-1	-1
1	5	63	51	-1	-1
1	5	101	53	-1	-1
1	5	90	54	-1	-1
1	5	36	56	-1	-1
1	5	57	58	-1	-1
1	5	34	59	-1	-1
1	5	60	61	-1	-1
1	5	64	65	-1	-1
1	5	257	67	-1	-1
1	5	70	71	-1	-1
1	5	73	72	-1	-1
1	5	109	75	-1	-1
1	5	80	76	-1	-1
1	5	106	77	-1	-1
1	5	83	78	-1	-1
1	5	69	79	-1	-1
1	5	153	88	-1	-1
1	5	115	92	-1	-1
1	5	285	93	-1	-1
1	5	82	94	-1	-1
1	5	102	95	-1	-1
1	5	125	97	-1	-1
1	5	118	98	-1	-1
1	5	105	107	-1	-1
1	5	241	111	-1	-1
1	5	119	114	-1	-1
1	5	178	116	-1	-1
1	5	112	121	-1	-1
1	5	113	122	-1	-1
1	5	123	124	-1	-1
1	5	135	127	-1	-1
1	5	126	128	-1	-1
1	5	133	129	-1	-1
1	5	134	131	-1	-1
1	5	132	136	-1	-1
1	5	130	137	-1	-1
1	5	151	138	-1	-1
1	5	146	140	-1	-1
1	5	108	142	-1	-1
1	5	110	143	-1	-1
1	5	120	144	-1	-1
1	5	104	145	-1	-1
1	5	55	147	-1	-1
1	5	81	148	-1	-1
1	5	141	149	-1	-1
1	5	139	150	-1	-1
1	5	162	152	-1	-1
1	5	103	155	-1	-1
1	5	154	156	-1	-1
1	5	157	158	-1	-1
1	5	84	159	-1	-1
1	5	266	160	-1	-1
1	5	85	161	-1	-1
1	5	165	163	-1	-1
1	5	264	167	-1	-1
1	5	290	168	-1	-1
1	5	174	170	-1	-1
1	5	177	173	-1	-1
1	5	171	175	-1	-1
1	5	172	176	-1	-1
1	5	180	179	-1	-1
1	5	260	183	-1	-1
1	5	261	184	-1	-1
1	5	212	185	-1	-1
1	5	259	186	-1	-1
1	5	224	187	-1	-1
1	5	190	188	-1	-1
1	5	195	194	-1	-1
1	5	192	196	-1	-1
1	5	292	197	-1	-1
1	5	189	198	-1	-1
1	5	203	199	-1	-1
1	5	206	201	-1	-1
1	5	244	204	-1	-1
1	5	245	205	-1	-1
1	5	227	207	-1	-1
1	5	229	210	-1	-1
1	5	269	211	-1	-1
1	5	220	215	-1	-1
1	5	217	219	-1	-1
1	5	216	221	-1	-1
1	5	218	222	-1	-1
1	5	181	226	-1	-1
1	5	202	228	-1	-1
1	5	253	230	-1	-1
1	5	232	234	-1	-1
1	5	164	235	-1	-1
1	5	233	238	-1	-1
1	5	243	240	-1	-1
1	5	200	242	-1	-1
1	5	250	249	-1	-1
1	5	247	252	-1	-1
1	5	251	255	-1	-1
1	5	254	256	-1	-1
1	5	263	262	-1	-1
1	5	287	267	-1	-1
1	5	166	270	-1	-1
1	5	272	271	-1	-1
1	5	286	273	-1	-1
1	5	283	275	-1	-1
1	5	282	276	-1	-1
1	5	274	277	-1	-1
1	5	279	278	-1	-1
1	5	281	280	-1	-1
1	5	291	288	-1	-1
1	5	268	289	-1	-1
1	6	37	32	-1	-1
1	6	39	33	-1	-1
1	6	43	34	-1	-1
1	6	45	35	-1	-1
1	6	44	40	-1	-1
1	6	36	41	-1	-1
1	6	231	42	-1	-1
1	6	54	48	-1	-1
1	6	53	49	-1	-1
1	6	47	52	-1	-1
1	6	46	55	-1	-1
1	6	51	56	-1	-1
1	6	62	57	-1	-1
1	6	58	59	-1	-1
1	6	65	60	-1	-1
1	6	61	63	-1	-1
1	6	66	64	-1	-1
1	6	71	69	-1	-1
1	6	72	70	-1	-1
1	6	78	73	-1	-1
1	6	68	74	-1	-1
1	6	79	76	-1	-1
1	6	75	77	-1	-1
1	6	67	80	-1	-1
1	6	92	81	-1	-1
1	6	184	85	-1	-1
1	6	93	86	-1	-1
1	6	83	87	-1	-1
1	6	95	88	-1	-1
1	6	91	89	-1	-1
1	6	161	94	-1	-1
1	6	156	96	-1	-1
1	6	124	97	-1	-1
1	6	82	98	-1	-1
1	6	117	100	-1	-1
1	6	104	102	-1	-1
1	6	110	103	-1	-1
1	6	109	105	-1	-1
1	6	101	107	-1	-1
1	6	111	108	-1	-1
1	6	106	112	-1	-1
1	6	192	113	-1	-1
1	6	50	114	-1	-1
1	6	121	115	-1	-1
1	6	120	123	-1	-1
1	6	122	125	-1	-1
1	6	129	126	-1	-1
1	6	132	130	-1	-1
1	6	136	133	-1	-1
1	6	127	134	-1	-1
1	6	131	135	-1	-1
1	6	128	137	-1	-1
1	6	138	139	-1	-1
1	6	144	140	-1	-1
1	6	170	141	-1	-1
1	6	150	145	-1	-1
1	6	142	146	-1	-1
1	6	143	147	-1	-1
1	6	212	148	-1	-1
1	6	258	152	-1	-1
1	6	158	153	-1	-1
1	6	155	154	-1	-1
1	6	159	157	-1	-1
1	6	160	162	-1	-1
1	6	163	164	-1	-1
1	6	288	165	-1	-1
1	6	167	166	-1	-1
1	6	178	169	-1	-1
1	6	176	171	-1	-1
1	6	173	172	-1	-1
1	6	179	174	-1	-1
1	6	175	177	-1	-1
1	6	211	182	-1	-1
1	6	181	185	-1	-1
1	6	196	188	-1	-1
1	6	194	189	-1	-1
1	6	197	191	-1	-1
1	6	199	193	-1	-1
1	6	198	195	-1	-1
1	6	205	200	-1	-1
1	6	204	202	-1	-1
1	6	243	203	-1	-1
1	6	208	206	-1	-1
1	6	186	207	-1	-1
1	6	221	213	-1	-1
1	6	215	216	-1	-1
1	6	223	217	-1	-1
1	6	214	218	-1	-1
1	6	222	220	-1	-1
1	6	226	227	-1	-1
1	6	210	228	-1	-1
1	6	224	229	-1	-1
1	6	225	230	-1	-1
1	6	235	233	-1	-1
1	6	209	236	-1	-1
1	6	237	238	-1	-1
1	6	244	239	-1	-1
1	6	201	240	-1	-1
1	6	242	241	-1	-1
1	6	292	245	-1	-1
1	6	246	247	-1	-1
1	6	249	248	-1	-1
1	6	253	250	-1	-1
1	6	252	251	-1	-1
1	6	255	254	-1	-1
1	6	257	259	-1	-1
1	6	262	260	-1	-1
1	6	265	263	-1	-1
1	6	261	264	-1	-1
1	6	290	268	-1	-1
1	6	266	269	-1	-1
1	6	270	271	-1	-1
1	6	234	272	-1	-1
1	6	276	274	-1	-1
1	6	279	277	-1	-1
1	6	283	282	-1	-1
1	6	281	284	-1	-1
1	6	275	285	-1	-1
1	6	289	287	-1	-1
1	6	286	291	-1	-1
1	7	33	32	-1	-1
1	7	34	36	-1	-1
1	7	40	38	-1	-1
1	7	35	39	-1	-1
1	7	44	41	-1	-1
1	7	37	43	-1	-1
1	7	96	45	-1	-1
1	7	52	46	-1	-1
1	7	48	49	-1	-1
1	7	55	50	-1	-1
1	7	47	54	-1	-1
1	7	60	58	-1	-1
1	7	63	59	-1	-1
1	7	64	61	-1	-1
1	7	65	62	-1	-1
1	7	69	67	-1	-1
1	7	71	68	-1	-1
1	7	78	70	-1	-1
1	7	76	72	-1	-1
1	7	80	75	-1	-1
1	7	74	79	-1	-1
1	7	100	82	-1	-1
1	7	92	84	-1	-1
1	7	86	91	-1	-1
1	7	94	93	-1	-1
1	7	99	97	-1	-1
1	7	95	101	-1	-1
1	7	105	104	-1	-1
1	7	103	106	-1	-1
1	7	108	109	-1	-1
1	7	112	110	-1	-1
1	7	102	111	-1	-1
1	7	107	113	-1	-1
1	7	117	115	-1	-1
1	7	116	119	-1	-1
1	7	125	120	-1	-1
1	7	118	121	-1	-1
1	7	123	122	-1	-1
1	7	114	124	-1	-1
1	7	130	126	-1	-1
1	7	136	127	-1	-1
1	7	131	132	-1	-1
1	7	135	133	-1	-1
1	7	137	134	-1	-1
1	7	150	138	-1	-1
1	7	146	141	-1	-1
1	7	140	142	-1	-1
1	7	148	143	-1	-1
1	7	149	144	-1	-1
1	7	139	145	-1	-1
1	7	147	151	-1	-1
1	7	162	153	-1	-1
1	7	155	156	-1	-1
1	7	154	158	-1	-1
1	7	152	160	-1	-1
1	7	90	161	-1	-1
1	7	233	164	-1	-1
1	7	168	167	-1	-1
1	7	172	174	-1	-1
1	7	169	175	-1	-1
1	7	181	177	-1	-1
1	7	176	178	-1	-1
1	7	170	180	-1	-1
1	7	183	182	-1	-1
1	7	184	186	-1	-1
1	7	196	189	-1	-1
1	7	191	190	-1	-1
1	7	195	192	-1	-1
1	7	188	198	-1	-1
1	7	231	200	-1	-1
1	7	203	201	-1	-1
1	7	202	206	-1	-1
1	7	210	209	-1	-1
1	7	277	212	-1	-1
1	7	217	214	-1	-1
1	7	221	215	-1	-1
1	7	213	218	-1	-1
1	7	219	220	-1	-1
1	7	216	223	-1	-1
1	7	199	224	-1	-1
1	7	227	225	-1	-1
1	7	271	232	-1	-1
1	7	238	234	-1	-1
1	7	237	235	-1	-1
1	7	276	236	-1	-1
1	7	204	242	-1	-1
1	7	239	243	-1	-1
1	7	205	244	-1	-1
1	7	241	245	-1	-1
1	7	248	246	-1	-1
1	7	254	249	-1	-1
1	7	256	252	-1	-1
1	7	247	253	-1	-1
1	7	250	255	-1	-1
1	7	260	258	-1	-1
1	7	263	261	-1	-1
1	7	264	262	-1	-1
1	7	259	265	-1	-1
1	7	270	266	-1	-1
1	7	273	272	-1	-1
1	7	282	274	-1	-1
1	7	278	275	-1	-1
1	7	280	279	-1	-1
1	7	285	281	-1	-1
1	7	284	283	-1	-1
1	7	286	287	-1	-1
1	7	290	288	-1	-1
1	7	267	289	-1	-1
1	7	268	291	-1	-1
1	7	187	292	-1	-1
1	8	40	34	-1	-1
1	8	33	35	-1	-1
1	8	39	42	-1	-1
1	8	38	44	-1	-1
1	8	49	47	-1	-1
1	8	50	51	-1	-1
1	8	54	52	-1	-1
1	8	53	56	-1	-1
1	8	59	61	-1	-1
1	8	62	63	-1	-1
1	8	58	64	-1	-1
1	8	57	66	-1	-1
1	8	73	67	-1	-1
1	8	70	68	-1	-1
1	8	77	71	-1	-1
1	8	80	72	-1	-1
1	8	76	75	-1	-1
1	8	74	78	-1	-1
1	8	93	82	-1	-1
1	8	89	83	-1	-1
1	8	157	85	-1	-1
1	8	94	86	-1	-1
1	8	84	87	-1	-1
1	8	153	90	-1	-1
1	8	81	91	-1	-1
1	8	184	95	-1	-1
1	8	240	96	-1	-1
1	8	139	97	-1	-1
1	8	120	98	-1	-1
1	8	132	99	-1	-1
1	8	105	101	-1	-1
1	8	106	102	-1	-1
1	8	100	103	-1	-1
1	8	109	104	-1	-1
1	8	110	107	-1	-1
1	8	108	112	-1	-1
1	8	111	113	-1	-1
1	8	124	116	-1	-1
1	8	122	117	-1	-1
1	8	119	118	-1	-1
1	8	114	123	-1	-1
1	8	128	129	-1	-1
1	8	137	131	-1	-1
1	8	134	135	-1	-1
1	8	126	136	-1	-1
1	8	144	141	-1	-1
1	8	151	142	-1	-1
1	8	145	143	-1	-1
1	8	140	147	-1	-1
1	8	138	149	-1	-1
1	8	88	154	-1	-1
1	8	162	155	-1	-1
1	8	158	159	-1	-1
1	8	160	161	-1	-1
1	8	234	163	-1	-1
1	8	287	165	-1	-1
1	8	164	167	-1	-1
1	8	166	168	-1	-1
1	8	178	170	-1	-1
1	8	169	172	-1	-1
1	8	171	173	-1	-1
1	8	174	176	-1	-1
1	8	180	177	-1	-1
1	8	175	179	-1	-1
1	8	183	181	-1	-1
1	8	186	182	-1	-1
1	8	212	185	-1	-1
1	8	190	187	-1	-1
1	8	292	191	-1	-1
1	8	189	193	-1	-1
1	8	197	194	-1	-1
1	8	245	201	-1	-1
1	8	192	202	-1	-1
1	8	200	204	-1	-1
1	8	199	205	-1	-1
1	8	239	206	-1	-1
1	8	203	208	-1	-1
1	8	207	210	-1	-1
1	8	209	211	-1	-1
1	8	219	213	-1	-1
1	8	220	217	-1	-1
1	8	291	218	-1	-1
1	8	222	221	-1	-1
1	8	214	223	-1	-1
1	8	229	226	-1	-1
1	8	231	227	-1	-1
1	8	230	228	-1	-1
1	8	233	232	-1	-1
1	8	236	237	-1	-1
1	8	195	241	-1	-1
1	8	251	247	-1	-1
1	8	248	250	-1	-1
1	8	249	253	-1	-1
1	8	252	254	-1	-1
1	8	246	256	-1	-1
1	8	265	257	-1	-1
1	8	263	260	-1	-1
1	8	259	261	-1	-1
1	8	258	264	-1	-1
1	8	271	266	-1	-1
1	8	267	270	-1	-1
1	8	269	273	-1	-1
1	8	279	275	-1	-1
1	8	278	276	-1	-1
1	8	274	281	-1	-1
1	8	277	282	-1	-1
1	8	280	284	-1	-1
1	8	288	286	-1	-1
1	9	42	33	-1	-1
1	9	43	36	-1	-1
1	9	41	37	-1	-1
1	9	34	38	-1	-1
1	9	32	45	-1	-1
1	9	56	47	-1	-1
1	9	48	50	-1	-1
1	9	46	51	-1	-1
1	9	55	53	-1	-1
1	9	49	54	-1	-1
1	9	59	57	-1	-1
1	9	64	62	-1	-1
1	9	60	63	-1	-1
1	9	66	65	-1	-1
1	9	75	70	-1	-1
1	9	67	74	-1	-1
1	9	69	76	-1	-1
1	9	73	77	-1	-1
1	9	68	79	-1	-1
1	9	78	80	-1	-1
1	9	82	81	-1	-1
1	9	89	84	-1	-1
1	9	155	88	-1	-1
1	9	83	92	-1	-1
1	9	87	93	-1	-1
1	9	91	94	-1	-1
1	9	97	95	-1	-1
1	9	158	96	-1	-1
1	9	122	98	-1	-1
1	9	123	99	-1	-1
1	9	107	103	-1	-1
1	9	112	105	-1	-1
1	9	104	106	-1	-1
1	9	102	108	-1	-1
1	9	113	109	-1	-1
1	9	110	111	-1	-1
1	9	115	114	-1	-1
1	9	118	116	-1	-1
1	9	121	119	-1	-1
1	9	117	120	-1	-1
1	9	124	125	-1	-1
1	9	136	128	-1	-1
1	9	133	130	-1	-1
1	9	129	131	-1	-1
1	9	127	132	-1	-1
1	9	145	138	-1	-1
1	9	147	144	-1	-1
1	9	151	146	-1	-1
1	9	150	148	-1	-1
1	9	238	149	-1	-1
1	9	156	152	-1	-1
1	9	153	157	-1	-1
1	9	161	159	-1	-1
1	9	90	160	-1	-1
1	9	85	162	-1	-1
1	9	168	165	-1	-1
1	9	272	166	-1	-1
1	9	237	167	-1	-1
1	9	170	169	-1	-1
1	9	177	171	-1	-1
1	9	175	172	-1	-1
1	9	180	174	-1	-1
1	9	179	176	-1	-1
1	9	173	178	-1	-1
1	9	184	183	-1	-1
1	9	185	186	-1	-1
1	9	209	188	-1	-1
1	9	194	190	-1	-1
1	9	189	192	-1	-1
1	9	191	195	-1	-1
1	9	198	196	-1	-1
1	9	187	197	-1	-1
1	9	201	199	-1	-1
1	9	202	200	-1	-1
1	9	205	203	-1	-1
1	9	206	204	-1	-1
1	9	207	208	-1	-1
1	9	211	212	-1	-1
1	9	213	214	-1	-1
1	9	220	216	-1	-1
1	9	215	218	-1	-1
1	9	221	219	-1	-1
1	9	223	222	-1	-1
1	9	225	224	-1	-1
1	9	228	227	-1	-1
1	9	230	229	-1	-1
1	9	226	231	-1	-1
1	9	234	233	-1	-1
1	9	232	236	-1	-1
1	9	242	240	-1	-1
1	9	243	244	-1	-1
1	9	239	245	-1	-1
1	9	250	246	-1	-1
1	9	255	248	-1	-1
1	9	247	249	-1	-1
1	9	256	251	-1	-1
1	9	253	252	-1	-1
1	9	261	257	-1	-1
1	9	262	259	-1	-1
1	9	258	263	-1	-1
1	9	260	265	-1	-1
1	9	286	267	-1	-1
1	9	283	268	-1	-1
1	9	269	270	-1	-1
1	9	235	271	-1	-1
1	9	266	273	-1	-1
1	9	182	278	-1	-1
1	9	276	279	-1	-1
1	9	285	280	-1	-1
1	9	289	288	-1	-1
1	9	287	290	-1	-1
1	9	193	292	-1	-1
1	10	36	35	-1	-1
1	10	45	37	-1	-1
1	10	44	39	-1	-1
1	10	41	40	-1	-1
1	10	99	42	-1	-1
1	10	38	43	-1	-1
1	10	52	48	-1	-1
1	10	53	50	-1	-1
1	10	51	55	-1	-1
1	10	46	56	-1	-1
1	10	61	58	-1	-1
1	10	62	60	-1	-1
1	10	57	65	-1	-1
1	10	63	66	-1	-1
1	10	67	68	-1	-1
1	10	75	69	-1	-1
1	10	72	71	-1	-1
1	10	79	73	-1	-1
1	10	76	77	-1	-1
1	10	84	82	-1	-1
1	10	91	83	-1	-1
1	10	154	85	-1	-1
1	10	81	89	-1	-1
1	10	157	90	-1	-1
1	10	86	92	-1	-1
1	10	87	94	-1	-1
1	10	47	97	-1	-1
1	10	32	100	-1	-1
1	10	98	101	-1	-1
1	10	109	102	-1	-1
1	10	112	107	-1	-1
1	10	116	115	-1	-1
1	10	121	117	-1	-1
1	10	125	118	-1	-1
1	10	119	122	-1	-1
1	10	134	126	-1	-1
1	10	130	128	-1	-1
1	10	127	129	-1	-1
1	10	132	133	-1	-1
1	10	135	137	-1	-1
1	10	139	140	-1	-1
1	10	141	142	-1	-1
1	10	146	148	-1	-1
1	10	143	149	-1	-1
1	10	147	150	-1	-1
1	10	186	152	-1	-1
1	10	159	153	-1	-1
1	10	88	156	-1	-1
